Graph Name,Graph Size,graph_seed,sampler_rng_seed,num_shots,accepted_samples,acceptance_rate%,mean_pairs_theory,subgraph_size_distribution,code_version
Random_n35_8,35,1092,1092,500,140,28.0,2.5048,"4:1, 5:20, 6:57, 7:13, 8:18, 9:4, 10:20, 11:2, 12:3, 13:1, 14:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n35_45,35,4792,4792,500,134,26.8,2.5658,"4:1, 5:9, 6:58, 7:15, 8:22, 9:9, 10:10, 11:3, 12:4, 13:1, 15:1, 16:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n35_46,35,4892,4892,500,134,26.8,2.4754,"5:15, 6:60, 7:16, 8:19, 9:7, 10:6, 11:6, 12:2, 13:1, 15:1, 16:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n35_47,35,4992,4992,500,125,25.0,2.4784,"4:1, 5:20, 6:45, 7:14, 8:20, 9:9, 10:12, 12:2, 14:1, 16:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n35_48,35,5092,5092,500,135,27.0,2.4925,"5:18, 6:37, 7:13, 8:33, 9:13, 10:14, 11:3, 12:1, 13:1, 14:1, 17:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n35_37,35,3992,3992,500,98,19.6,2.3583,"4:1, 5:10, 6:39, 7:7, 8:22, 9:7, 10:6, 12:3, 13:2, 16:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n35_38,35,4092,4092,500,133,26.6,2.5111,"4:1, 5:22, 6:52, 7:15, 8:20, 9:7, 10:5, 11:6, 12:2, 14:2, 16:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n35_39,35,4192,4192,500,123,24.6,2.4664,"4:3, 5:13, 6:50, 7:13, 8:18, 9:3, 10:12, 11:6, 12:2, 13:2, 15:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n35_40,35,4292,4292,500,111,22.2,2.4578,"5:18, 6:47, 7:7, 8:16, 9:6, 10:9, 11:2, 12:4, 13:1, 15:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n35_33,35,3592,3592,500,142,28.4,2.6022,"4:1, 5:18, 6:61, 7:11, 8:20, 9:11, 10:10, 11:6, 12:2, 13:1, 14:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n35_34,35,3692,3692,500,130,26.0,2.4717,"4:3, 5:16, 6:41, 7:12, 8:26, 9:8, 10:14, 11:7, 12:3",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n35_35,35,3792,3792,500,125,25.0,2.4898,"4:2, 5:14, 6:55, 7:9, 8:24, 9:8, 10:5, 11:4, 12:2, 14:2",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n35_36,35,3892,3892,500,131,26.2,2.5981,"5:17, 6:59, 7:15, 8:18, 9:6, 10:8, 11:2, 12:3, 13:2, 18:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n35_21,35,2392,2392,500,126,25.2,2.4682,"5:24, 6:49, 7:15, 8:20, 9:8, 10:5, 11:1, 12:2, 13:1, 14:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n35_22,35,2492,2492,500,123,24.6,2.4426,"4:1, 5:17, 6:45, 7:5, 8:29, 9:11, 10:10, 11:1, 12:1, 13:1, 14:2",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n35_23,35,2592,2592,500,132,26.4,2.424,"4:2, 5:13, 6:56, 7:11, 8:19, 9:14, 10:8, 11:4, 12:3, 13:1, 16:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n35_24,35,2692,2692,500,123,24.6,2.4965,"4:2, 5:17, 6:58, 7:12, 8:21, 9:2, 10:4, 11:4, 12:3",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n35_53,35,5592,5592,500,140,28.0,2.5372,"4:1, 5:15, 6:59, 7:8, 8:28, 9:10, 10:10, 11:4, 12:1, 13:1, 14:2, 16:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n35_54,35,5692,5692,500,125,25.0,2.5361,"4:1, 5:12, 6:50, 7:11, 8:20, 9:8, 10:12, 11:6, 12:4, 14:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n35_55,35,5792,5792,500,115,23.0,2.4343,"5:14, 6:45, 7:13, 8:21, 9:9, 10:7, 11:1, 12:1, 13:2, 14:1, 17:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n35_56,35,5892,5892,500,114,22.8,2.406,"4:1, 5:16, 6:46, 7:12, 8:25, 10:6, 11:2, 12:3, 13:1, 14:1, 15:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n35_41,35,4392,4392,500,121,24.2,2.5004,"4:1, 5:11, 6:47, 7:14, 8:19, 9:9, 10:9, 11:1, 12:6, 13:3, 16:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n35_42,35,4492,4492,500,122,24.4,2.4962,"5:16, 6:39, 7:15, 8:32, 9:5, 10:8, 11:3, 12:2, 14:1, 15:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n35_43,35,4592,4592,500,147,29.4,2.6256,"4:1, 5:15, 6:67, 7:16, 8:23, 9:5, 10:10, 11:1, 12:6, 13:1, 15:1, 16:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n35_44,35,4692,4692,500,143,28.6,2.5919,"4:2, 5:12, 6:58, 7:15, 8:24, 9:6, 10:16, 11:3, 12:3, 13:2, 14:2",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n35_57,35,5992,5992,500,119,23.8,2.3973,"4:1, 5:16, 6:51, 7:15, 8:15, 9:3, 10:8, 11:2, 12:3, 13:1, 15:1, 16:2, 17:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n35_58,35,6092,6092,500,124,24.8,2.4693,"5:18, 6:56, 7:6, 8:25, 9:9, 10:5, 11:3, 12:1, 14:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n35_59,35,6192,6192,500,130,26.0,2.5649,"4:3, 5:12, 6:57, 7:10, 8:25, 9:8, 10:7, 11:2, 12:1, 13:4, 14:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n35_60,35,6292,6292,500,122,24.4,2.4994,"4:3, 5:10, 6:45, 7:12, 8:23, 9:9, 10:6, 11:6, 12:5, 13:1, 14:2",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n40_5,40,842,842,500,136,27.2,2.4959,"4:1, 5:10, 6:69, 7:12, 8:24, 9:3, 10:11, 11:4, 12:1, 15:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n40_6,40,942,942,500,136,27.2,2.4963,"5:11, 6:62, 7:6, 8:25, 9:9, 10:12, 11:3, 12:4, 13:1, 14:1, 15:1, 16:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n40_7,40,1042,1042,500,129,25.8,2.5034,"4:1, 5:7, 6:63, 7:11, 8:24, 9:6, 10:6, 11:3, 12:5, 13:1, 16:2",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n40_8,40,1142,1142,500,117,23.4,2.4699,"5:18, 6:48, 7:4, 8:22, 9:6, 10:9, 11:2, 12:5, 13:1, 14:1, 18:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n40_1,40,442,442,500,160,32.0,2.4907,"4:1, 5:20, 6:57, 7:19, 8:24, 9:15, 10:11, 11:4, 12:5, 13:2, 15:1, 16:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n40_2,40,542,542,500,121,24.2,2.3741,"5:16, 6:53, 7:4, 8:21, 9:6, 10:12, 11:3, 12:2, 13:1, 14:2, 16:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n40_3,40,642,642,500,118,23.6,2.5929,"5:9, 6:50, 7:7, 8:25, 9:7, 10:12, 11:1, 12:4, 13:3",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n40_4,40,742,742,500,138,27.6,2.6018,"4:3, 5:6, 6:53, 7:19, 8:24, 9:5, 10:16, 11:3, 12:3, 13:1, 14:4, 15:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n40_9,40,1242,1242,500,151,30.2,2.5746,"4:3, 5:21, 6:43, 7:16, 8:37, 9:4, 10:10, 11:7, 12:5, 13:3, 14:1, 16:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n40_10,40,1342,1342,500,138,27.6,2.4936,"4:2, 5:17, 6:46, 7:13, 8:19, 9:12, 10:16, 11:5, 12:2, 13:3, 14:2, 16:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n40_11,40,1442,1442,500,142,28.4,2.4468,"5:12, 6:59, 7:12, 8:33, 9:7, 10:7, 11:2, 12:5, 13:2, 14:2, 16:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n40_12,40,1542,1542,500,136,27.2,2.4928,"5:17, 6:50, 7:21, 8:23, 9:10, 10:5, 11:2, 12:3, 13:4, 14:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n35_49,35,5192,5192,500,120,24.0,2.4203,"4:1, 5:19, 6:42, 7:8, 8:23, 9:3, 10:14, 11:4, 12:3, 13:2, 15:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n35_50,35,5292,5292,500,113,22.6,2.4727,"4:2, 5:16, 6:48, 7:10, 8:14, 9:7, 10:11, 11:3, 12:2",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n35_51,35,5392,5392,500,123,24.6,2.5591,"4:1, 5:6, 6:63, 7:13, 8:18, 9:6, 10:7, 11:5, 12:3, 13:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n35_52,35,5492,5492,500,108,21.6,2.2813,"5:10, 6:44, 7:10, 8:20, 9:9, 10:11, 12:2, 13:1, 14:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n40_21,40,2442,2442,500,133,26.6,2.4936,"5:13, 6:64, 7:7, 8:25, 9:9, 10:9, 11:2, 12:3, 14:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n40_22,40,2542,2542,500,146,29.2,2.5279,"5:15, 6:56, 7:15, 8:29, 9:7, 10:12, 11:5, 12:3, 14:1, 15:2, 16:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n40_23,40,2642,2642,500,138,27.6,2.4974,"4:2, 5:17, 6:58, 7:15, 8:24, 9:9, 10:4, 11:3, 12:2, 13:2, 14:1, 15:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n40_24,40,2742,2742,500,148,29.6,2.5545,"5:11, 6:71, 7:15, 8:28, 9:3, 10:8, 11:3, 12:5, 13:2, 14:2",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n40_13,40,1642,1642,500,143,28.6,2.5581,"4:1, 5:14, 6:69, 7:9, 8:27, 9:5, 10:4, 11:4, 12:2, 13:6, 16:1, 17:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n40_14,40,1742,1742,500,131,26.2,2.4265,"5:12, 6:55, 7:14, 8:24, 9:5, 10:11, 11:3, 12:5, 13:1, 15:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n40_15,40,1842,1842,500,150,30.0,2.5168,"5:14, 6:71, 7:13, 8:28, 9:10, 10:10, 11:2, 14:2",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n40_16,40,1942,1942,500,144,28.8,2.5394,"5:11, 6:60, 7:21, 8:30, 9:6, 10:8, 11:5, 13:1, 14:1, 17:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n40_33,40,3642,3642,500,144,28.8,2.4954,"4:1, 5:17, 6:65, 7:18, 8:22, 9:5, 10:7, 11:1, 12:5, 13:2, 14:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n40_34,40,3742,3742,500,125,25.0,2.5323,"5:14, 6:36, 7:18, 8:35, 9:6, 10:8, 11:4, 12:1, 14:1, 15:1, 19:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n40_35,40,3842,3842,500,142,28.4,2.5287,"5:11, 6:63, 7:9, 8:26, 9:9, 10:16, 11:3, 12:2, 14:2, 16:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n40_36,40,3942,3942,500,126,25.2,2.5415,"5:12, 6:55, 7:10, 8:26, 9:7, 10:8, 11:2, 12:5, 13:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n40_37,40,4042,4042,500,130,26.0,2.4537,"5:13, 6:55, 7:15, 8:19, 9:12, 10:9, 11:1, 12:2, 13:3, 14:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n40_38,40,4142,4142,500,135,27.0,2.4588,"4:1, 5:19, 6:57, 7:10, 8:19, 9:6, 10:13, 11:2, 12:2, 13:4, 14:1, 15:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n40_39,40,4242,4242,500,123,24.6,2.5333,"4:1, 5:11, 6:54, 7:9, 8:23, 9:6, 10:10, 12:4, 13:2, 14:1, 15:2",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n40_40,40,4342,4342,500,133,26.6,2.6028,"4:2, 5:9, 6:56, 7:14, 8:33, 9:3, 10:8, 11:2, 12:4, 14:1, 15:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n40_41,40,4442,4442,500,123,24.6,2.524,"5:10, 6:58, 7:11, 8:22, 9:7, 10:6, 11:3, 12:4, 13:1, 14:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n40_42,40,4542,4542,500,137,27.4,2.5496,"4:1, 5:17, 6:55, 7:14, 8:19, 9:8, 10:15, 11:2, 13:1, 14:3, 16:1, 17:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n40_43,40,4642,4642,500,150,30.0,2.5028,"4:2, 5:14, 6:62, 7:14, 8:29, 9:14, 10:8, 11:3, 12:3, 13:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n40_44,40,4742,4742,500,152,30.4,2.5106,"4:1, 5:13, 6:63, 7:9, 8:36, 9:6, 10:11, 11:6, 12:4, 15:2, 16:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n40_49,40,5242,5242,500,143,28.6,2.4899,"5:11, 6:59, 7:11, 8:30, 9:12, 10:11, 11:3, 12:2, 13:2, 14:1, 16:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n40_50,40,5342,5342,500,139,27.8,2.3889,"4:3, 5:13, 6:59, 7:13, 8:22, 9:6, 10:13, 11:2, 12:3, 13:1, 15:3, 16:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n40_51,40,5442,5442,500,132,26.4,2.4367,"4:1, 5:11, 6:58, 7:10, 8:28, 9:7, 10:5, 11:4, 12:1, 13:3, 14:2, 15:1, 16:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n40_52,40,5542,5542,500,135,27.0,2.4501,"5:17, 6:61, 7:7, 8:29, 9:4, 10:10, 11:5, 12:1, 15:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n40_17,40,2042,2042,500,145,29.0,2.5001,"5:14, 6:56, 7:17, 8:30, 9:6, 10:12, 11:4, 12:3, 13:2, 15:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n40_18,40,2142,2142,500,125,25.0,2.4452,"4:3, 5:16, 6:40, 7:15, 8:27, 9:7, 10:6, 11:4, 12:4, 13:3",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n40_19,40,2242,2242,500,123,24.6,2.4524,"5:12, 6:47, 7:10, 8:26, 9:6, 10:11, 11:4, 12:5, 13:2",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n40_20,40,2342,2342,500,157,31.4,2.638,"5:22, 6:56, 7:16, 8:31, 9:12, 10:9, 11:2, 12:3, 13:2, 14:2, 15:2",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n40_53,40,5642,5642,500,131,26.2,2.4511,"4:1, 5:10, 6:57, 7:12, 8:20, 9:9, 10:7, 11:8, 12:3, 14:1, 15:3",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n40_54,40,5742,5742,500,114,22.8,2.4179,"5:8, 6:47, 7:6, 8:21, 9:7, 10:9, 11:7, 12:6, 14:2, 15:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n40_55,40,5842,5842,500,136,27.2,2.4723,"5:17, 6:48, 7:16, 8:19, 9:11, 10:14, 11:6, 12:3, 13:1, 14:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n40_56,40,5942,5942,500,137,27.4,2.5933,"5:18, 6:53, 7:16, 8:30, 9:4, 10:8, 11:4, 12:2, 13:2",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n40_45,40,4842,4842,500,131,26.2,2.4537,"4:2, 5:7, 6:64, 7:9, 8:19, 9:7, 10:8, 11:6, 12:5, 13:3, 14:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n40_46,40,4942,4942,500,133,26.6,2.4055,"5:17, 6:59, 7:12, 8:21, 9:9, 10:5, 11:2, 12:3, 13:2, 14:2, 16:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n40_47,40,5042,5042,500,138,27.6,2.6091,"4:1, 5:18, 6:50, 7:11, 8:29, 9:9, 10:11, 11:6, 12:3",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n40_48,40,5142,5142,500,133,26.6,2.4967,"5:8, 6:42, 7:15, 8:27, 9:7, 10:15, 11:7, 12:4, 13:1, 14:3, 15:2, 16:2",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n40_57,40,6042,6042,500,124,24.8,2.5385,"5:12, 6:63, 7:6, 8:21, 9:6, 10:7, 11:5, 12:1, 13:2, 14:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n40_58,40,6142,6142,500,121,24.2,2.4062,"5:13, 6:43, 7:9, 8:24, 9:6, 10:15, 11:1, 12:5, 13:3, 14:1, 16:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n40_59,40,6242,6242,500,134,26.8,2.5436,"5:11, 6:56, 7:13, 8:23, 9:7, 10:12, 11:6, 12:2, 13:4",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n40_60,40,6342,6342,500,130,26.0,2.4697,"4:1, 5:5, 6:54, 7:11, 8:28, 9:7, 10:9, 11:6, 12:7, 14:1, 15:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n40_25,40,2842,2842,500,129,25.8,2.4619,"4:1, 5:16, 6:51, 7:16, 8:15, 9:4, 10:14, 12:5, 13:3, 14:2, 15:1, 18:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n40_26,40,2942,2942,500,131,26.2,2.4842,"4:1, 5:21, 6:52, 7:11, 8:22, 9:10, 10:10, 12:2, 13:1, 17:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n40_27,40,3042,3042,500,154,30.8,2.4906,"5:20, 6:61, 7:16, 8:31, 9:6, 10:8, 11:4, 12:5, 13:1, 14:1, 16:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n40_28,40,3142,3142,500,120,24.0,2.4214,"4:4, 5:13, 6:50, 7:9, 8:17, 9:8, 10:13, 11:1, 12:2, 13:1, 16:1, 18:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n40_29,40,3242,3242,500,142,28.4,2.5555,"5:20, 6:55, 7:14, 8:21, 9:10, 10:11, 11:5, 12:4, 14:1, 15:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n40_30,40,3342,3342,500,115,23.0,2.4797,"5:5, 6:51, 7:9, 8:28, 9:6, 10:6, 11:5, 12:3, 15:1, 16:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n40_31,40,3442,3442,500,139,27.8,2.5288,"4:2, 5:12, 6:50, 7:16, 8:26, 9:4, 10:16, 11:1, 12:10, 13:1, 14:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n40_32,40,3542,3542,500,128,25.6,2.4863,"5:13, 6:52, 7:14, 8:24, 9:7, 10:12, 11:4, 12:1, 13:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
